CanonicalSMILES	IsomericSMILES	InChI	InChIKey	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	CovalentUnitCount	Tanimoto
CC(=O)OCC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4=O)C)C	CC(=O)OC[C@]1(CCC[C@@]2([C@@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4=O)C)C	InChI=1S/C22H32O3/c1-14-16-6-7-18-21(4)10-5-9-20(3,13-25-15(2)23)17(21)8-11-22(18,12-16)19(14)24/h16-18H,1,5-13H2,2-4H3/t16-,17-,18+,20-,21-,22-/m1/s1	PCIAHXQFOUORIJ-UQYSYHQNSA-N	C22H32O3	344.5	5.1	344.23514488	344.23514488	43.4	637	0	0	3	3	25	0	1	0.41935483870967744
CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O	C[C@@]12CCC[C@@](C1CC[C@]34C2CC[C@](C3)(C(=C)C4)O)(C)C(=O)O	InChI=1S/C20H30O3/c1-13-11-19-9-5-14-17(2,7-4-8-18(14,3)16(21)22)15(19)6-10-20(13,23)12-19/h14-15,23H,1,4-12H2,2-3H3,(H,21,22)/t14?,15?,17-,18-,19-,20+/m1/s1	QFVOYBUQQBFCRH-HFQBERHNSA-N	C20H30O3	318.4	3.8	318.21949481	318.21949481	57.5	583	0	2	3	1	23	0	1	0.6326530612244898
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)O	C[C@@]12CCC[C@@](C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)O	InChI=1S/C20H30O2/c1-13-11-20-10-7-15-18(2,16(20)6-5-14(13)12-20)8-4-9-19(15,3)17(21)22/h14-16H,1,4-12H2,2-3H3,(H,21,22)/t14?,15?,16?,18-,19-,20?/m1/s1	NIKHGUQULKYIGE-MOWPSDGOSA-N	C20H30O2	302.5	5.4	302.224580195	302.224580195	37.3	538	0	1	2	1	22	0	1	1.0
CC1(C2CCC3(C2)C(C1=C)CCC3C(=O)O)C	CC1([C@@H]2CC[C@@]3(C2)[C@@H](C1=C)CC[C@@H]3C(=O)O)C	InChI=1S/C15H22O2/c1-9-11-4-5-12(13(16)17)15(11)7-6-10(8-15)14(9,2)3/h10-12H,1,4-8H2,2-3H3,(H,16,17)/t10-,11-,12-,15-/m1/s1	IJGMVUXEZUEDJR-RTWAVKEYSA-N	C15H22O2	234.33	3.6	234.161979940	234.161979940	37.3	396	0	1	2	1	17	0	1	0.27586206896551724
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)O	C[C@@]12CCC[C@]([C@H]1CC[C@]34[C@H]2CCC(C3)C(=C)C4)(C)C(=O)O	InChI=1S/C20H30O2/c1-13-11-20-10-7-15-18(2,16(20)6-5-14(13)12-20)8-4-9-19(15,3)17(21)22/h14-16H,1,4-12H2,2-3H3,(H,21,22)/t14?,15-,16-,18+,19-,20+/m0/s1	NIKHGUQULKYIGE-LFVVLLIQSA-N	C20H30O2	302.5	5.4	302.224580195	302.224580195	37.3	538	0	1	2	1	22	0	1	1.0
CC12CCCC(C1CC(C34C2CCC(C3)C(=C)C4)O)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1C[C@@H]([C@]34[C@H]2CC[C@H](C3)C(=C)C4)O)(C)C(=O)O	InChI=1S/C20H30O3/c1-12-10-20-11-13(12)5-6-14(20)18(2)7-4-8-19(3,17(22)23)15(18)9-16(20)21/h13-16,21H,1,4-11H2,2-3H3,(H,22,23)/t13-,14+,15+,16+,18+,19-,20+/m1/s1	KMLXVEXJZSTMBV-YDIYEOSVSA-N	C20H30O3	318.4	3.9	318.21949481	318.21949481	57.5	569	0	2	3	1	23	0	1	0.6470588235294118
CC1(CCCC2(C1C(C34C2CCC(C3)C(=C)C4)C(=O)O)C(=O)O)C(=O)O	C[C@]1(CCC[C@@]2([C@@H]1[C@@H]([C@]34[C@H]2CC[C@H](C3)C(=C)C4)C(=O)O)C(=O)O)C(=O)O	InChI=1S/C20H26O6/c1-10-8-19-9-11(10)4-5-12(19)20(17(25)26)7-3-6-18(2,16(23)24)14(20)13(19)15(21)22/h11-14H,1,3-9H2,2H3,(H,21,22)(H,23,24)(H,25,26)/t11-,12-,13-,14-,18-,19+,20-/m1/s1	XOUJCIPAKFLTCI-POPXMCHDSA-N	C20H26O6	362.4	2.4	362.17293854	362.17293854	112.0	728	0	3	6	3	26	0	1	0.5178571428571429
CC(CCC(=C)C(C)C(=O)O)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(=O)C5(C)C)C)C	CC(CCC(=C)C(C)C(=O)O)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(=O)C5(C)C)C)C	InChI=1S/C31H48O3/c1-19(21(3)26(33)34)8-9-20(2)22-12-14-29(7)24-11-10-23-27(4,5)25(32)13-15-30(23)18-31(24,30)17-16-28(22,29)6/h20-24H,1,8-18H2,2-7H3,(H,33,34)	HTNUCKDQVIZWMJ-UHFFFAOYSA-N	C31H48O3	468.7	8.9	468.36034539	468.36034539	54.4	918	0	1	3	6	34	0	1	0.1875
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4=O)(C)C(=O)O	CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4=O)(C)C(=O)O	InChI=1S/C20H28O3/c1-12-13-5-6-15-18(2)8-4-9-19(3,17(22)23)14(18)7-10-20(15,11-13)16(12)21/h13-15H,1,4-11H2,2-3H3,(H,22,23)	WQBNGXOJBVBQKP-UHFFFAOYSA-N	C20H28O3	316.4	4.4	316.20384475	316.20384475	54.4	608	0	1	3	1	23	0	1	0.6274509803921569
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)OC	CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)OC	InChI=1S/C21H32O2/c1-14-12-21-11-8-16-19(2,17(21)7-6-15(14)13-21)9-5-10-20(16,3)18(22)23-4/h15-17H,1,5-13H2,2-4H3	DWTRNJFPDXIFSY-UHFFFAOYSA-N	C21H32O2	316.5	5.8	316.240230259	316.240230259	26.3	552	0	0	2	2	23	0	1	0.7708333333333334
CC1(C2CCC3CC2(CCC1C(C)(C)C(=O)O)C(C3=C)O)CC(=O)O	CC1(C2CCC3CC2(CCC1C(C)(C)C(=O)O)C(C3=C)O)CC(=O)O	InChI=1S/C20H30O5/c1-11-12-5-6-14-19(4,10-15(21)22)13(18(2,3)17(24)25)7-8-20(14,9-12)16(11)23/h12-14,16,23H,1,5-10H2,2-4H3,(H,21,22)(H,24,25)	DKUYNSVJKKPQRW-UHFFFAOYSA-N	C20H30O5	350.4	2.8	350.20932405	350.20932405	94.8	624	0	3	5	4	25	0	1	0.3076923076923077
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4=O)(C)C(=O)OC	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4=O)(C)C(=O)OC	InChI=1S/C21H30O3/c1-13-14-6-7-16-19(2)9-5-10-20(3,18(23)24-4)15(19)8-11-21(16,12-14)17(13)22/h14-16H,1,5-12H2,2-4H3/t14-,15+,16+,19-,20-,21-/m1/s1	VGIYQTCUAQAPCL-KLSAVCNVSA-N	C21H30O3	330.5	4.7	330.21949481	330.21949481	43.4	623	0	0	3	2	24	0	1	0.4827586206896552
CC12CCCC(C1CCC34C2CCC(C3)C(C4)C(=O)O)(C)C(=O)O	CC12CCCC(C1CCC34C2CCC(C3)C(C4)C(=O)O)(C)C(=O)O	InChI=1S/C20H30O4/c1-18-7-3-8-19(2,17(23)24)14(18)6-9-20-10-12(4-5-15(18)20)13(11-20)16(21)22/h12-15H,3-11H2,1-2H3,(H,21,22)(H,23,24)	HITLMPHPGUZLGI-UHFFFAOYSA-N	C20H30O4	334.4	4.8	334.21440943	334.21440943	74.6	586	0	2	4	2	24	0	1	0.58
CC12CCCC(C1CCC34C2=CCC(C3)C(=C)C4)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1CC[C@]34C2=CC[C@@H](C3)C(=C)C4)(C)C(=O)O	InChI=1S/C20H28O2/c1-13-11-20-10-7-15-18(2,16(20)6-5-14(13)12-20)8-4-9-19(15,3)17(21)22/h6,14-15H,1,4-5,7-12H2,2-3H3,(H,21,22)/t14-,15-,18+,19+,20+/m0/s1	RJIPNPHMQGDUBW-LGEIONFXSA-N	C20H28O2	300.4	4.6	300.208930132	300.208930132	37.3	589	0	1	2	1	22	0	1	0.49122807017543857
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4=O)(C)C(=O)O	C[C@@]12CCC[C@]([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4=O)(C)C(=O)O	InChI=1S/C20H28O3/c1-12-13-5-6-15-18(2)8-4-9-19(3,17(22)23)14(18)7-10-20(15,11-13)16(12)21/h13-15H,1,4-11H2,2-3H3,(H,22,23)/t13-,14+,15+,18-,19+,20-/m1/s1	WQBNGXOJBVBQKP-YBDDNXDTSA-N	C20H28O3	316.4	4.4	316.20384475	316.20384475	54.4	608	0	1	3	1	23	0	1	0.6274509803921569
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4O)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)[C@@H]4O)(C)C(=O)O	InChI=1S/C20H30O3/c1-12-13-5-6-15-18(2)8-4-9-19(3,17(22)23)14(18)7-10-20(15,11-13)16(12)21/h13-16,21H,1,4-11H2,2-3H3,(H,22,23)/t13-,14+,15+,16+,18-,19-,20-/m1/s1	GVGJRXSJJHLPGZ-DZAVYMGKSA-N	C20H30O3	318.4	3.9	318.21949481	318.21949481	57.5	569	0	2	3	1	23	0	1	0.62
CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O	CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O	InChI=1S/C30H46O3/c1-18(2)19-10-15-30(25(32)33)17-16-28(6)20(24(19)30)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h19-22,24H,1,8-17H2,2-7H3,(H,32,33)	SLJTWDNVZKIDAU-UHFFFAOYSA-N	C30H46O3	454.7	7.9	454.34469533	454.34469533	54.4	902	0	1	3	2	33	0	1	0.2602739726027397
CC12CCCC(C1CCC3C2CCC(=C)C3C=C)(C)C(=O)O	CC12CCCC(C1CCC3C2CCC(=C)C3C=C)(C)C(=O)O	InChI=1S/C20H30O2/c1-5-14-13(2)7-9-16-15(14)8-10-17-19(16,3)11-6-12-20(17,4)18(21)22/h5,14-17H,1-2,6-12H2,3-4H3,(H,21,22)	XFHAKDIYTJGGSQ-UHFFFAOYSA-N	C20H30O2	302.5	5.5	302.224580195	302.224580195	37.3	508	0	1	2	2	22	0	1	0.5185185185185185
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4=O)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4=O)(C)C(=O)O	InChI=1S/C20H28O3/c1-12-13-5-6-15-18(2)8-4-9-19(3,17(22)23)14(18)7-10-20(15,11-13)16(12)21/h13-15H,1,4-11H2,2-3H3,(H,22,23)/t13-,14+,15+,18-,19-,20-/m1/s1	WQBNGXOJBVBQKP-SUIOEDAWSA-N	C20H28O3	316.4	4.4	316.20384475	316.20384475	54.4	608	0	1	3	1	23	0	1	0.6274509803921569
CC(=C)C1CCC2(C1C3CCC4C5(CCCC(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O	CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CCCC([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C(=O)O	InChI=1S/C30H48O2/c1-19(2)20-11-16-30(25(31)32)18-17-28(6)21(24(20)30)9-10-23-27(5)14-8-13-26(3,4)22(27)12-15-29(23,28)7/h20-24H,1,8-18H2,2-7H3,(H,31,32)/t20-,21+,22-,23+,24+,27-,28+,29+,30-/m0/s1	PTQVWLXNKDWNRD-INPVNEGFSA-N	C30H48O2	440.7	9.7	440.365430770	440.365430770	37.3	827	0	1	2	2	32	0	1	0.3088235294117647
CC12CCCC(C1CCC34C2=CCC(C3)C(=C)C4)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1CC[C@]34C2=CC[C@H](C3)C(=C)C4)(C)C(=O)O	InChI=1S/C20H28O2/c1-13-11-20-10-7-15-18(2,16(20)6-5-14(13)12-20)8-4-9-19(15,3)17(21)22/h6,14-15H,1,4-5,7-12H2,2-3H3,(H,21,22)/t14-,15+,18-,19-,20-/m1/s1	RJIPNPHMQGDUBW-RFGKEDTNSA-N	C20H28O2	300.4	4.6	300.208930132	300.208930132	37.3	589	0	1	2	1	22	0	1	0.49122807017543857
CCC(CCC(C)C1CCC2(C1(CCC34C2CCC(C3(C4)CCC(=O)O)C(C)(C)O)C)C)C(=C)C	CCC(CC[C@@H](C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@H]([C@]3(C4)CCC(=O)O)C(C)(C)O)C)C)C(=C)C	InChI=1S/C32H54O3/c1-9-23(21(2)3)11-10-22(4)24-14-16-30(8)26-13-12-25(28(5,6)35)31(17-15-27(33)34)20-32(26,31)19-18-29(24,30)7/h22-26,35H,2,9-20H2,1,3-8H3,(H,33,34)/t22-,23?,24-,25+,26+,29-,30+,31-,32+/m1/s1	XKNFVOLVUYNREE-JEWLOWAJSA-N	C32H54O3	486.8	9.5	486.40729558	486.40729558	57.5	846	0	2	3	10	35	0	1	0.16091954022988506
CC(CCC1C(=C)CCC2C1(CCCC2(C)C)C)CC(=O)O	CC(CCC1C(=C)CCC2C1(CCCC2(C)C)C)CC(=O)O	InChI=1S/C20H34O2/c1-14(13-18(21)22)7-9-16-15(2)8-10-17-19(3,4)11-6-12-20(16,17)5/h14,16-17H,2,6-13H2,1,3-5H3,(H,21,22)	NALGVVPRJHXHNM-UHFFFAOYSA-N	C20H34O2	306.5	6.2	306.255880323	306.255880323	37.3	437	0	1	2	5	22	0	1	0.3076923076923077
CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O	CC(=C)[C@H]1CC[C@]2(C1C3CCC4[C@]5(CCC(=O)C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C(=O)O	InChI=1S/C30H46O3/c1-18(2)19-10-15-30(25(32)33)17-16-28(6)20(24(19)30)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h19-22,24H,1,8-17H2,2-7H3,(H,32,33)/t19-,20?,21?,22?,24?,27+,28-,29-,30+/m1/s1	SLJTWDNVZKIDAU-ATEHILDVSA-N	C30H46O3	454.7	7.9	454.34469533	454.34469533	54.4	902	0	1	3	2	33	0	1	0.2602739726027397
CC12CCCC(C1CC(C34C2CCC(C3)C(=C)C4)O)(C)C(=O)[O-]	C[C@@]12CCC[C@@]([C@H]1C[C@@H]([C@]34[C@H]2CC[C@H](C3)C(=C)C4)O)(C)C(=O)[O-]	InChI=1S/C20H30O3/c1-12-10-20-11-13(12)5-6-14(20)18(2)7-4-8-19(3,17(22)23)15(18)9-16(20)21/h13-16,21H,1,4-11H2,2-3H3,(H,22,23)/p-1/t13-,14+,15+,16+,18+,19-,20+/m1/s1	KMLXVEXJZSTMBV-YDIYEOSVSA-M	C20H29O3-	317.4	4.5	317.21166978	317.21166978	60.4	564	-1	1	3	0	23	0	1	0.5178571428571429
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)[O-]	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)(C)C(=O)[O-]	InChI=1S/C20H30O2/c1-13-11-20-10-7-15-18(2,16(20)6-5-14(13)12-20)8-4-9-19(15,3)17(21)22/h14-16H,1,4-12H2,2-3H3,(H,21,22)/p-1/t14-,15+,16+,18-,19-,20-/m1/s1	NIKHGUQULKYIGE-OTCXFQBHSA-M	C20H29O2-	301.4	6.1	301.216755164	301.216755164	40.1	532	-1	0	2	0	22	0	1	0.8043478260869565
CC12CCCC(C1C=CC34C2CCC(C3)C(=C)C4)(C)C(=O)O	CC12CCCC(C1C=CC34C2CCC(C3)C(=C)C4)(C)C(=O)O	InChI=1S/C20H28O2/c1-13-11-20-10-7-15-18(2,16(20)6-5-14(13)12-20)8-4-9-19(15,3)17(21)22/h7,10,14-16H,1,4-6,8-9,11-12H2,2-3H3,(H,21,22)	CZTZKVUEUYRGFD-UHFFFAOYSA-N	C20H28O2	300.4	4.9	300.208930132	300.208930132	37.3	576	0	1	2	1	22	0	1	0.5636363636363636
CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C)C	CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C)C	InChI=1S/C30H48O2/c1-19(2)21-11-15-28(6)23(21)13-18-30(8)25(28)10-9-24-27(5,16-14-26(31)32)22(20(3)4)12-17-29(24,30)7/h21-25H,1,3,9-18H2,2,4-8H3,(H,31,32)	STWHPCOPDBFRNW-UHFFFAOYSA-N	C30H48O2	440.7	9.9	440.365430770	440.365430770	37.3	812	0	1	2	5	32	0	1	0.2463768115942029
CC12CCCC(C1CC(C34C2CCC(C3)C(=C)C4)O)(C)C(=O)O	CC12CCCC(C1CC(C34C2CCC(C3)C(=C)C4)O)(C)C(=O)O	InChI=1S/C20H30O3/c1-12-10-20-11-13(12)5-6-14(20)18(2)7-4-8-19(3,17(22)23)15(18)9-16(20)21/h13-16,21H,1,4-11H2,2-3H3,(H,22,23)	KMLXVEXJZSTMBV-UHFFFAOYSA-N	C20H30O3	318.4	3.9	318.21949481	318.21949481	57.5	569	0	2	3	1	23	0	1	0.6470588235294118
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4O)(C)C(=O)O	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@@H](C3)C(=C)[C@@H]4O)(C)C(=O)O	InChI=1S/C20H30O3/c1-12-13-5-6-15-18(2)8-4-9-19(3,17(22)23)14(18)7-10-20(15,11-13)16(12)21/h13-16,21H,1,4-11H2,2-3H3,(H,22,23)/t13-,14-,15-,16-,18+,19+,20+/m0/s1	GVGJRXSJJHLPGZ-KDAKKWOESA-N	C20H30O3	318.4	3.9	318.21949481	318.21949481	57.5	569	0	2	3	1	23	0	1	0.62
CC12CC(=O)CC(C1CCC34C2CCC(C3)C(=C)C4=O)C(=O)OC	C[C@@]12CC(=O)C[C@H](C1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4=O)C(=O)OC	InChI=1S/C20H26O4/c1-11-12-4-5-16-19(2)10-13(21)8-14(18(23)24-3)15(19)6-7-20(16,9-12)17(11)22/h12,14-16H,1,4-10H2,2-3H3/t12-,14-,15?,16+,19-,20-/m1/s1	JSVYWQFZVYJDCP-JUUKPGRQSA-N	C20H26O4	330.4	2.6	330.18310931	330.18310931	60.4	650	0	0	4	2	24	0	1	0.3088235294117647
CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4=O)C(=O)OC	C[C@@]12CCC[C@H](C1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4=O)C(=O)OC	InChI=1S/C20H28O3/c1-12-13-6-7-16-19(2)9-4-5-14(18(22)23-3)15(19)8-10-20(16,11-13)17(12)21/h13-16H,1,4-11H2,2-3H3/t13-,14-,15?,16+,19-,20-/m1/s1	CRKYYKHNXDVIJK-KCSFYVJESA-N	C20H28O3	316.4	4.4	316.20384475	316.20384475	43.4	579	0	0	3	2	23	0	1	0.34375
CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(=C)C(=O)C5(C)C)C)C)C(=O)O	CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(CC(=C)C(=O)C5(C)C)C)C)C(=O)O	InChI=1S/C31H46O3/c1-18(2)20-11-14-31(26(33)34)16-15-29(7)21(24(20)31)9-10-23-28(6)17-19(3)25(32)27(4,5)22(28)12-13-30(23,29)8/h20-24H,1,3,9-17H2,2,4-8H3,(H,33,34)/t20-,21+,22-,23+,24+,28-,29+,30+,31-/m0/s1	CLFDIXZSSNLTHP-AJNNAGPSSA-N	C31H46O3	466.7	8.5	466.34469533	466.34469533	54.4	975	0	1	3	2	34	0	1	0.273972602739726
